disposition	standard	vetted
EXCH. WITH S.I. NOV 27,1889	voucher elsewhere	1
EXCH. WITH S.I. NOV. 27,1889	voucher elsewhere	1
EXCH. WITH S.I. NOV.27,1889	voucher elsewhere	1
EXCH. WITH SOUTHWICK,FEB 27.'91	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS, 14 JUN 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS, JUNE 14, 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS. JUNE 14 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS. JUNE 14, 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS. JUNE 29, 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., 14 JUN 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., JUNE 14 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., JUNE 14, 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., JUNE 14,1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., JUNE 14. 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM MUS., JUNE 1929	voucher elsewhere	1
EXCH. WITH STOCKHOLM N.H. MUS., MAY 1927	voucher elsewhere	1
EXCH. WITH STOCKHOLM N.H. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. WITH STOCKHOLM NATURAL HISTORY MUSEUM, MAY 1	voucher elsewhere	1
EXCH. WITH THE CHEE FOO MUS., CHINA, THROUGH REV. 	voucher elsewhere	1
EXCH. WITH TODD, AUG 21, 1919	voucher elsewhere	1
EXCH. WITH TRANSVAAL MUS.	voucher elsewhere	1
EXCH. WITH TRING MUS. , JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUS. 9 JUL 1928	voucher elsewhere	1
EXCH. WITH TRING MUS. JULY 1928	voucher elsewhere	1
EXCH. WITH TRING MUS. JULY 7, 1928	voucher elsewhere	1
EXCH. WITH TRING MUS. JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUS.- JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUS., JULY 1928	voucher elsewhere	1
EXCH. WITH TRING MUS., JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEEUM, JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM JULY 7, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, [ILLEG] JUL 1927	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, 9 JUL 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, JAN 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, JULY 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, JULY 7, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, JULY 9, 1928	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, MAY 1927	voucher elsewhere	1
EXCH. WITH TRING MUSEUM, MAY1927	voucher elsewhere	1
EXCH. WITH TRING MUSEUM-MAY 1927	voucher elsewhere	1
EXCH. WITH TRING, JULY 9, 1928	voucher elsewhere	1
EXCH. WITH U.S. NAT. MUSEUM, FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUS., 18 FEB 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM - FEB. 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM FEB 18,1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM, 18 FEB 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM, 19 JAN 1927	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM, FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NATIONAL MUSEUM-FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NAT'L MUSEUM FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NAT'L MUSEUM, FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S. NATL. MUSEUM, FEB 18, 1925	voucher elsewhere	1
EXCH. WITH U.S.N.M. - AUG 1961	voucher elsewhere	1
EXCH. WITH U.S.N.M.-AUG 1961	voucher elsewhere	1
EXCH. WITH U.SD. NATIONAL MUS., FEB 18, 1925	voucher elsewhere	1
EXCH. WITH VIENNA MUSEUM, 7 FEB. 1973	voucher elsewhere	1
EXCH. WITH W.C. TODD, JUL 1924	voucher elsewhere	1
EXCH. WITH W.O. WHEELER, MAY 1924	voucher elsewhere	1
EXCH. WITH ZOOL. MUSEUM, AMSTERDAM, NETHERLANDS, A	voucher elsewhere	1
EXCH.-DR. STRESEMANN-BERLIN MUSEUM-MAY 1927	voucher elsewhere	1
EXCH.-PEABODY MUS., JAN. 1950	voucher elsewhere	1
EXCH.PHILA. ACAD.NAT.SCI.	voucher elsewhere	1
EXCH.PHILA.ACAD.NAT.SCI.	voucher elsewhere	1
EXCH.-SENEKENBERG MUSEUM-DEC 1926	voucher elsewhere	1
EXCH.-STOCKHOLM N.H. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH.-STOCKHOLM NAT. HIST. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH.-STOCKHOLM NATL HIST. MUSEUM, MAY 1927	voucher elsewhere	1
EXCH.-STOCKHOLM NATL. HISTORY MUSEUM, MAY 1927	voucher elsewhere	1
EXCH.-TACKA PAUSHA MUSEUM	voucher elsewhere	1
EXCH.-TACKAPAUSHA MUSEUM	voucher elsewhere	1
EXCH.TRING MUS. ENGLAND JULY,1906	voucher elsewhere	1
EXCH.-U. OF FLORIDA-1967	voucher elsewhere	1
EXCH.W.F.H. ROSENBERG, FEB 1921	voucher elsewhere	1
EXCH.W.F.H. ROSENBERG, FEB 1921; EXCHANGE TO CARNG	voucher elsewhere	1
EXCH.W.F.H. ROSENBERG, FEB 1921; EXCHANGED TO NATI	voucher elsewhere	1
EXCH: DELAWARE MUS. NAT. HIST.	voucher elsewhere	1
EXCH: DELAWARE MUSEUM N	voucher elsewhere	1
EXCH: DELAWARE MUSEUM N.H.	voucher elsewhere	1
EXCHAGED TO CHICAGO MUS.	voucher elsewhere	1
EXCHANG TO CHICAGO MUS.	voucher elsewhere	1
EXCHANGE	voucher elsewhere	1
EXCHANGE - A.M. PEKLO - RUSSIA, 1973	voucher elsewhere	1
EXCHANGE - A.M. PEKLO-REISSIA	voucher elsewhere	1
EXCHANGE - AUCKLAND MUS. 20 APR 1950	voucher elsewhere	1
EXCHANGE - AUCKLAND MUS., APRIL 20, 1950	voucher elsewhere	1
EXCHANGE - AUCKLAND MUSEUM, APRIL 20, 1950	voucher elsewhere	1
EXCHANGE - CHICAGO MUSEUM	voucher elsewhere	1
EXCHANGE - DR CARLOS ALBERTI CAMPOS SEABRA, 1965	voucher elsewhere	1
EXCHANGE - DR. CARLOS ALBERTI CAMPOS SEABRA, 1965	voucher elsewhere	1
EXCHANGE - FLA. STATE MUSEUM - 7/22/74	voucher elsewhere	1
EXCHANGE - PEKLO - RUSSIA	voucher elsewhere	1
EXCHANGE - TACKAPAUSHA MUSEUM	voucher elsewhere	1
EXCHANGE - UNIV. OF COSTA RICA	voucher elsewhere	1
EXCHANGE ????[ILLEG.], DEC'09	voucher elsewhere	1
EXCHANGE A.M. PEKLO-ROSSIA [?]	voucher elsewhere	1
EXCHANGE AUCKLAND MUSEUM, APRIL 20, 1950	voucher elsewhere	1
EXCHANGE BRIT. MUS. SEPT. 1927	voucher elsewhere	1
EXCHANGE BRIT. MUS., SEPT 1927	voucher elsewhere	1
EXCHANGE CHICAGO NATURAL HISTORY MUSEUM, 20 APR 19	voucher elsewhere	1
EXCHANGE CHICAGO NATURAL HISTORY MUSEUM, 6 AUG 195	voucher elsewhere	1
EXCHANGE CLEVELAND MUS. FEB 1926	voucher elsewhere	1
EXCHANGE CLEVELAND MUSEUM JUNE 1923	voucher elsewhere	1
EXCHANGE CLEVELAND MUSEUM JUNE 1927	voucher elsewhere	1
EXCHANGE CLEVELAND MUSEUM, JUN 1923	voucher elsewhere	1
EXCHANGE CLEVELAND MUSEUM, JUNE 1923	voucher elsewhere	1
EXCHANGE D.A. COH[ILLEG], 20 OCT 1903	voucher elsewhere	1
EXCHANGE D.A. COHEN, 20 OCT 1903	voucher elsewhere	1
EXCHANGE DELAWARE MUS. N.H.	voucher elsewhere	1
EXCHANGE DELAWARE MUSEUM N.H.	voucher elsewhere	1
EXCHANGE DELAWARE MUSEUM, N.H.	voucher elsewhere	1
EXCHANGE DR. STRESEMANN-BERLIN MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE DURBAN MUSEUM	voucher elsewhere	1
EXCHANGE DWITH H.K. COALE, FEB. 1910	voucher elsewhere	1
EXCHANGE DWITH PHILA ACADEMY NAT. SCI., JULY 1928	voucher elsewhere	1
EXCHANGE DWITH S.G. JEWETT, OCT. 28, 1926	voucher elsewhere	1
EXCHANGE DWITH TRING MUS., JULY 9, 1928	voucher elsewhere	1
EXCHANGE F.M. CHAPMAN 1925	voucher elsewhere	1
EXCHANGE F.M. CHAPMAN, APRIL 1925	voucher elsewhere	1
EXCHANGE FIELD MUS., NOV 1922	voucher elsewhere	1
EXCHANGE FLA. STATE MUSEUM, 22 JUL 1974	voucher elsewhere	1
EXCHANGE FLORENCE MUS.	voucher elsewhere	1
EXCHANGE FLORENCE MUSEUM	voucher elsewhere	1
EXCHANGE FROM BERLIN ZOOL. MUS., NOV 6, 1930	voucher elsewhere	1
EXCHANGE GEO. MASON, JULY 1922	voucher elsewhere	1
EXCHANGE H.B. HOUGH, ONTARIO, CANADA, NOV 1966	voucher elsewhere	1
EXCHANGE IOWA ST. U., 1967	voucher elsewhere	1
EXCHANGE IOWA STATE U., 1967	voucher elsewhere	1
EXCHANGE -IOWA STATE UNIVERSITY-MAY 1967	voucher elsewhere	1
EXCHANGE MUSEO DE ZOOLOGIA UNIV. NAC. AUT. DE MEXI	voucher elsewhere	1
EXCHANGE MUSEO DE ZOOLOGIA, UNIV. NACIONAL AUT. DE	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTH WESTERN BIOLOGY 8/2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY 8/2/2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY 8/2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY 812002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY AUG 2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY, 8/2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY, AUG 2002	voucher elsewhere	1
EXCHANGE MUSEUM OF SOUTHWESTERN BIOLOGY; 8/2002	voucher elsewhere	1
EXCHANGE O. BANGS, APRIL 1,'09	voucher elsewhere	1
EXCHANGE PEABODY MUS., JAN 1950	voucher elsewhere	1
EXCHANGE -PEABODY MUS., JAN 1950	voucher elsewhere	1
EXCHANGE PEABODY MUSEUM,M JAN 1950	voucher elsewhere	1
EXCHANGE PHIL. ACAD. NAT. SCI. NO	voucher elsewhere	1
EXCHANGE PRINCETON MUS. JAN 1926	voucher elsewhere	1
EXCHANGE PRINCETON MUS. Z., JAN 1926	voucher elsewhere	1
EXCHANGE R.C. MCGREGOR	voucher elsewhere	1
EXCHANGE SENT MUS. COMPARATIVE ZOOLOGY, JULY 22, 1	voucher elsewhere	1
EXCHANGE SENT TO BERLIN ZOOL. MUS., JAN 8, 1932	voucher elsewhere	1
EXCHANGE SENT TO BISHOP MUS., JAN 21, 1932	voucher elsewhere	1
EXCHANGE SENT TO BISHOP MUSEUM, JAN 21 1932	voucher elsewhere	1
EXCHANGE SENT TO BISHOP MUSEUM, JAN 21, 1932	voucher elsewhere	1
EXCHANGE SENT TO CLEVELAND MUS. JAN 6, 1932	voucher elsewhere	1
EXCHANGE SENT TO CLEVELAND MUS. JAN. 6 1932	voucher elsewhere	1
EXCHANGE SENT TO CLEVELAND MUS. JAN. 6, 1932	voucher elsewhere	1
EXCHANGE SENT TO CLEVELAND MUS., JAN 6, 1932	voucher elsewhere	1
EXCHANGE SENT TO J. BERLIEZ-OCT 26, 1932	voucher elsewhere	1
EXCHANGE SENT TO J. BERLIOZ, OCT 26, 1932	voucher elsewhere	1
EXCHANGE SENT TO J. BERLIOZ-OCT 26, 1932	voucher elsewhere	1
EXCHANGE SENT TO SWEDISH MUS. DEC 12, 1931	voucher elsewhere	1
EXCHANGE SENT TO U.S. NATIONAL HOME	voucher elsewhere	1
EXCHANGE SENT TO U.S. NATIONAL MUSEUM	voucher elsewhere	1
EXCHANGE STOCKHOLM N.H. MUSEUM, MAY 1927	voucher elsewhere	1
EXCHANGE STOCKHOLM N.H. MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE STOCKHOLM, N.B. MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE TO ACADEMY OF NAT. SCIENCES, APRIL 1928	voucher elsewhere	1
EXCHANGE TO ACADEMY OF NAT.SCIENCES, APRIL 1928	voucher elsewhere	1
EXCHANGE TO ACADEMY OF NATIONAL SCIENCES, APRIL 19	voucher elsewhere	1
EXCHANGE TO ACADEMY OF NATURAL SCIENCES, APRIL 192	voucher elsewhere	1
EXCHANGE TO ALEX WALKER, 1961	voucher elsewhere	1
EXCHANGE TO AUSTRALIAN MUSEUM, N.S. WALES, AUSTRAL	voucher elsewhere	1
EXCHANGE TO AUSTRALION MUSEUM, NEW SOUTH WALES, AU	voucher elsewhere	1
EXCHANGE TO BISHOP MUSEUM, APRIL 1928	voucher elsewhere	1
EXCHANGE TO BRIT. MUSEUM NAT'L HIST, LONDON	voucher elsewhere	1
EXCHANGE TO BRIT. MUSEUM NAT'L HIST., LONDON	voucher elsewhere	1
EXCHANGE TO BRITISH MUSEUM, APRIL 1969	voucher elsewhere	1
EXCHANGE TO BRITISH MUSEUM, SEPT 1921	voucher elsewhere	1
EXCHANGE TO CARNEGIE MUS. JAN 1932	voucher elsewhere	1
EXCHANGE TO CARNEGIE MUS., JAN 1932	voucher elsewhere	1
EXCHANGE TO CARNEGIE MUSEUM, JAN 1932	voucher elsewhere	1
EXCHANGE TO CHICAGO MUS.	voucher elsewhere	1
EXCHANGE TO DR. CAMPOS SEABRA 4/71	voucher elsewhere	1
EXCHANGE TO DR. CAMPOS SEABRA, 4/71	voucher elsewhere	1
EXCHANGE TO DR. CAMPOS SEABRE, 4/71	voucher elsewhere	1
EXCHANGE TO DR. CARMAGO, SAÕ PAULO MUSEUM, NOV. 5,	voucher elsewhere	1
EXCHANGE TO DR. H. SICK, RIO DE JANEIRO, BRAZIL, A	voucher elsewhere	1
EXCHANGE TO DR. W.H. PHELPS, JUNE 1959	voucher elsewhere	1
EXCHANGE TO FLORIDA STATE UNIVERSITY, 14 OCT 1963	voucher elsewhere	1
EXCHANGE TO GORGAS MEM. LABORATORY, DR. AMADON 9/2	voucher elsewhere	1
EXCHANGE TO HERBERT ZEIDLAR, FEB. 10, 1956	voucher elsewhere	1
EXCHANGE TO HERBERT ZEIDLER, FEB 10 1956	voucher elsewhere	1
EXCHANGE TO HERBERT ZEIDLER, FEB 10, 1956	voucher elsewhere	1
EXCHANGE TO HERBERT ZERDLER, FEB 10, 1956	voucher elsewhere	1
EXCHANGE TO HERBERT ZOIDLER, FEB 10 1956	voucher elsewhere	1
EXCHANGE TO LENINGRAD MUSEUM, MARCH 1983 LLS	voucher elsewhere	1
EXCHANGE TO LOUIS STATE UNIV., MAR 1975	voucher elsewhere	1
EXCHANGE TO LOUISIANA STATE UNIV., DR. GEORGE H. L	voucher elsewhere	1
EXCHANGE TO MNH, UNIV. COM. LLS- MAR 1984	voucher elsewhere	1
EXCHANGE TO MOORE LAB. ZOOL. - OCCID CO., 1/20/76	voucher elsewhere	1
EXCHANGE TO MR. DIETER BLYRAE, GERMANY, DR. SHORT,	voucher elsewhere	1
EXCHANGE TO MR. PHELPS, 12/1/72	voucher elsewhere	1
EXCHANGE TO MR. STAURS OLSON	voucher elsewhere	1
EXCHANGE TO MUSEEO DE ZOOLOGIA, UNIV. NAC. AUT. DE	voucher elsewhere	1
EXCHANGE TO MUSEO ARGENTINA DE CIENCIAS NATURALES,	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZODOGIA UNIV. NAC. AUT. DE ME	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAC. AUT DE ME	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAC. AUT. DE M	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAC. AUT.DE ME	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAC. DE MEXICO	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAC.AUT. DE ME	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGIA UNIV. NAT. AUT. DE M	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGICA UNIV NAC. AUT. DE M	voucher elsewhere	1
EXCHANGE TO MUSEO DE ZOOLOGICA UNIV. NAC. AUT. DE 	voucher elsewhere	1
EXCHANGE TO MUSEO ZOOLOGIA UNIV. NAC. AUT. DE MEXI	voucher elsewhere	1
EXCHANGE TO MUSEUM GOALDI (NOVAES_ BELEM, BRAZIL, 	voucher elsewhere	1
EXCHANGE TO MUSEUM OF NEW ZEALAND WELLINGTON - 200	voucher elsewhere	1
EXCHANGE TO N. CAR. STATE MUSEUM, 1/1989	voucher elsewhere	1
EXCHANGE TO N.Y. SCIENTIFIC SUPPLY, CO., JAN 17 19	voucher elsewhere	1
EXCHANGE TO NATIONAL MUS. BULAUAYO, RHODESIA, 3/12	voucher elsewhere	1
EXCHANGE TO OCCIDENTAL COLLEGE CALIF., OCT 14, 196	voucher elsewhere	1
EXCHANGE TO OKLAHOMA UNIV., DR. G.E. SUTTON, MARCH	voucher elsewhere	1
EXCHANGE TO PATEERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PATERSIB MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM N.J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM, M.J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM, N,J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PATERSON MUSEUM, N.JERSEY	voucher elsewhere	1
EXCHANGE TO PATTERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PETERSON MUSEUM, N.J.	voucher elsewhere	1
EXCHANGE TO PHELPS - AUG, 1949	voucher elsewhere	1
EXCHANGE TO PHELPS - AUG. 1949	voucher elsewhere	1
EXCHANGE TO PHELPS- AUG. 1949	voucher elsewhere	1
EXCHANGE TO PHILA. ACAD. OF SCI. J. BOND 5/1064	voucher elsewhere	1
EXCHANGE TO PRINCE HANS OF LIECHTENSTEIN, 1952	voucher elsewhere	1
EXCHANGE TO PRINCE HANS OF LIECHTENTSTEIN, 1952	voucher elsewhere	1
EXCHANGE TO PRINCE HOUSE OF LIECHTENSTEIN, 1952	voucher elsewhere	1
EXCHANGE TO QUEENSLAND MUSEUM, AUSTRALIA, D.P. VER	voucher elsewhere	1
EXCHANGE TO QUEENSLAND, AUSTRALIA D.P. VERNON-4/18	voucher elsewhere	1
EXCHANGE TO R.S. C[ILLEG]O[ILLEG]SI[ILLEG] MUSEUM,	voucher elsewhere	1
EXCHANGE TO R.S. CROSSIN MUSEUM, 18 DEC 1968, L.L.	voucher elsewhere	1
EXCHANGE TO R.S. CROSSIN MUSEUM, 18 DEC 1968-L.L. 	voucher elsewhere	1
EXCHANGE TO RIJKS MUSEUM, LEIDEN, NETHERLANDS, FEB	voucher elsewhere	1
EXCHANGE TO ROLF GRANTSAU, PARQUE TERRANOVA, SB CA	voucher elsewhere	1
EXCHANGE TO ROYAL SCOTTISH MUSEUM, APRIL 1925	voucher elsewhere	1
EXCHANGE TO ROYAL SCOTTISH MUSEUM, APRIL 1928	voucher elsewhere	1
EXCHANGE TO S. ANDRAL. MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL MUS, 20 NOV 1974	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL MUS., 20 NOV 1974.	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL.	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL. MUS., 20 NOV 1974	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL. MUS., 20 NOV 1974.	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL. MUS., 20 NOV. 1974	voucher elsewhere	1
EXCHANGE TO S. AUSTRAL. MUSEUM, 20 NOV 1974	voucher elsewhere	1
EXCHANGE TO U.S. NATIONAL MUSEUM	voucher elsewhere	1
EXCHANGE TO U.S. NATIONAL MUSEUM SEPT 1930	voucher elsewhere	1
EXCHANGE TO U.S. NATIONAL MUSEUM, SEPT 1930	voucher elsewhere	1
EXCHANGE TO U.S. NATIONAL MUSEUM, SEPT, 1930	voucher elsewhere	1
EXCHANGE TO U.S. NATIONAL MUSEUM, SEPT. 1930	voucher elsewhere	1
EXCHANGE TO U.S. NATURAL MUSEUM - DR. HUMPHEY, 5/7	voucher elsewhere	1
EXCHANGE TO UNIV. CONN., 2/2/66	voucher elsewhere	1
EXCHANGE TO UNIV. CONN., 2/2/66, DR. ALAN H. BRUSH	voucher elsewhere	1
EXCHANGE TO UNIV. MINN., JAN 1956	voucher elsewhere	1
EXCHANGE TO UNIV. MINNESOTA, JAN 1956	voucher elsewhere	1
EXCHANGE TO UNIVERSITY CONN., 2 FEB 1966, DR. ALAN	voucher elsewhere	1
EXCHANGE TO VIENNA MUSEUM, 7 FEB 1973	voucher elsewhere	1
EXCHANGE TO VIENNA MUSEUM, 7 FEB. 1973	voucher elsewhere	1
EXCHANGE U. CONN. MUS. NAT. HIST., MARCH 1984- LLS	voucher elsewhere	1
EXCHANGE U. FLORIDA 7/19/63	voucher elsewhere	1
EXCHANGE UNIVERSITY OF FLORIDA, 10 MAR 1967	voucher elsewhere	1
EXCHANGE WALTER KOETZ-APRIL 1926	voucher elsewhere	1
EXCHANGE WITH "TRING MUSEUM" MAY 1927	voucher elsewhere	1
EXCHANGE WITH "TRING MUSEUM"-MAY 1927	voucher elsewhere	1
EXCHANGE WITH A.T. WAYNE	voucher elsewhere	1
EXCHANGE WITH A.T.WAYNE	voucher elsewhere	1
EXCHANGE WITH ACADEMY OF NAT. SCIENCES-APRIL 1928	voucher elsewhere	1
EXCHANGE WITH ACADEMY OF NATURAL SCIENCES, 4 AUG 1	voucher elsewhere	1
EXCHANGE WITH BERLIN MUSEUM, JULY 1936	voucher elsewhere	1
EXCHANGE WITH BERLIN ZOOLOGICAL MUS. NOV 1, 1930	voucher elsewhere	1
EXCHANGE WITH BRITISH MUSE.	voucher elsewhere	1
EXCHANGE WITH CARNEGIE MUS., JUNE 15, 1929	voucher elsewhere	1
EXCHANGE WITH CARNEGIE MUS., JUNE 1929	voucher elsewhere	1
EXCHANGE WITH CHEE FOO CHINA MUSEUM, THRO' REV. GE	voucher elsewhere	1
EXCHANGE WITH CLEVELAND FEB 1926	voucher elsewhere	1
EXCHANGE WITH CLEVELAND MUS. FEB 1926	voucher elsewhere	1
EXCHANGE WITH CLEVELAND MUS., FEB 1926	voucher elsewhere	1
EXCHANGE WITH CLEVELAND MUSEUM FEB 1926	voucher elsewhere	1
EXCHANGE WITH CLEVELAND MUSEUM FEB. 1926	voucher elsewhere	1
EXCHANGE WITH DR. CHAPMAN, APRIL 20, 1925	voucher elsewhere	1
EXCHANGE WITH DR. G.M. SUTTON, U. OKLAHOMA, FEB 7,	voucher elsewhere	1
EXCHANGE WITH DR. G.M. SUTTON, U., OKLAHOMA, FEB 7	voucher elsewhere	1
EXCHANGE WITH DR. L.C. SANFORD, FEB 1919	voucher elsewhere	1
EXCHANGE WITH DR. L.C. SANFORD, SEPT. 1917	voucher elsewhere	1
EXCHANGE WITH DR. L.C. SANFORD, SEPT.1917	voucher elsewhere	1
EXCHANGE WITH DR. ROBERT DABBENE, MUSEO NACIONAL, 	voucher elsewhere	1
EXCHANGE WITH DR. ROBERTO DABBENE, MUSEO NACIONAL,	voucher elsewhere	1
EXCHANGE WITH DR. ROBERTO DABBENES, MUSEO NACINAL,	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMAN BERLIN MUSEUM - MAY 19	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMAN-BERLIN MUS.- MAY 1927	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN BERLIN MUSEUM- MAY 19	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN, BERLIN MUSEUM, MAY 1	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN-BERLIN MUS. MAY 1927	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN-BERLIN MUS., MAY 1927	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN-BERLIN MUSEUM MAY 192	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN-BERLIN MUSEUM, MAY 19	voucher elsewhere	1
EXCHANGE WITH DR. STRESEMANN-BERLIN MUSEUM-MAY 192	voucher elsewhere	1
EXCHANGE WITH DR. STRESMANN-BERLIN MUSEUM-MAY 1927	voucher elsewhere	1
EXCHANGE WITH DR. STUSEMAMAN, BERLIN MUSEUM, MAY 1	voucher elsewhere	1
EXCHANGE WITH DR. THOMAS BARBOUR, 5 JAN 1925	voucher elsewhere	1
EXCHANGE WITH E. LEHN SCHIOBES, COPENHAGEN, AUG 29	voucher elsewhere	1
EXCHANGE WITH E. LEHN SCHIOLER (?) COPENHAGEN AUG 	voucher elsewhere	1
EXCHANGE WITH E. LEHN SCHIOLER, COPENHAGEN, AUG 19	voucher elsewhere	1
EXCHANGE WITH E. LEHU SCHIOLER, JANUARY 1926	voucher elsewhere	1
EXCHANGE WITH E.T. SETON, APRIL 1918	voucher elsewhere	1
EXCHANGE WITH F.S. HERSEY, TAUNTON, MASS.	voucher elsewhere	1
EXCHANGE WITH F.S. HERSEY, TAUNTON, MASS., 31 DEC 	voucher elsewhere	1
EXCHANGE WITH FRANK WARRIMONT, APRIL 1909	voucher elsewhere	1
EXCHANGE WITH G. SENNETT	voucher elsewhere	1
EXCHANGE WITH H.K COALE, FEB. 1910	voucher elsewhere	1
EXCHANGE WITH H.K. COALE FEB 1910	voucher elsewhere	1
EXCHANGE WITH H.K. COALE FEB. 1910	voucher elsewhere	1
EXCHANGE WITH H.K. COALE, FEB. 1910	voucher elsewhere	1
EXCHANGE WITH H.K.COALE, ME ?ILLEG. 10	voucher elsewhere	1
EXCHANGE WITH IMP.COL.AGR., JAPAN, OCT.'08	voucher elsewhere	1
EXCHANGE WITH J. ROWLEY	voucher elsewhere	1
EXCHANGE WITH J. ROWLEY, JR.	voucher elsewhere	1
EXCHANGE WITH KNY - SHEERER CO., MAR 1902	voucher elsewhere	1
EXCHANGE WITH KNY-SHEERER CO., MAR 1902	voucher elsewhere	1
